============================================================================================== 
Warning! Mixing Conda and module environments may lead to corruption of the
user environment. 
We do not recommend users mixing those two environments unless absolutely
necessary. Note that 
SURF does not provide any support for Conda environment.
For more information, please refer to our software policy page:
https://servicedesk.surf.nl/wiki/display/WIKI/Software+policy+Snellius#SoftwarepolicySnellius-UseofAnacondaandMinicondaenvironmentsonSnellius 

Remember that many packages have already been installed on the system and can
be loaded using 
the 'module load <package__name>' command. If you are uncertain if a package is
already available 
on the system, please use 'module avail' or 'module spider' to search for it.
============================================================================================== 
Starting training script...
2025-05-06 11:54:12,058 - INFO - [G2PT_Trainer] Loading overrides from /gpfs/home6/igardner1/aig-gen/G2PT/configurator.py
Overriding config with configs/aig.py:
Overriding config with configs/base.py:
Overriding config with configs/train_aig.py:
Overriding config with configs/sample_aig.py:
2025-05-06 11:54:12,060 - INFO - [G2PT_Trainer] Configuration potentially overridden by configurator.py
2025-05-06 11:54:12,060 - INFO - [G2PT_Trainer] DDP not active. Running on device: cuda
2025-05-06 11:54:12,060 - INFO - [G2PT_Trainer] Output directory: results/aig-base-topo-aug6
2025-05-06 11:54:12,060 - INFO - [G2PT_Trainer] Global Batch Size: 640 sequences
2025-05-06 11:54:12,060 - INFO - [G2PT_Trainer] Gradient Accumulation Steps: 10
2025-05-06 11:54:12,060 - INFO - [G2PT_Trainer] Tokens per Optimizer Step (approx): 491,520
2025-05-06 11:54:12,087 - INFO - [G2PT_Trainer] Selected dtype: bfloat16
2025-05-06 11:54:12,087 - INFO - [G2PT_Trainer] Autocast context: enabled=True, device_type='cuda', dtype='torch.bfloat16'
2025-05-06 11:54:12,094 - INFO - [G2PT_Trainer] Loading tokenizer from: /gpfs/home6/igardner1/aig-gen/G2PT/./datasets/aig/tokenizer
2025-05-06 11:54:12,098 - INFO - [G2PT_Trainer] Final vocab size: 94. Tokenizer Max length: 768
2025-05-06 11:54:12,098 - INFO - [G2PT_Trainer] Loading datasets for 'aig' (ordering: topo, augmentations: 6)...
Loading dataset: aig with ordering: topo (Num augmentations: 6)
get_datasets: Using dataset directory: ./datasets/aig/
get_datasets: Looking for metadata at: ./datasets/aig/data_meta.json
2025-05-06 11:54:12,103 - INFO - [G2PT_Trainer] Train dataset size: 624168, Eval dataset size: 26007
2025-05-06 11:54:12,103 - INFO - [G2PT_Trainer] DataLoader num_workers: 0
2025-05-06 11:54:12,103 - INFO - [G2PT_Trainer] Resuming training from results/aig-base-topo-aug6
2025-05-06 11:54:12,104 - INFO - [G2PT_Trainer] Loading checkpoint: results/aig-base-topo-aug6/ckpt.pt
number of parameters: 85.03M
2025-05-06 11:54:13,853 - INFO - [G2PT_Trainer] Model state loaded.
2025-05-06 11:54:13,853 - INFO - [G2PT_Trainer] Resuming from iter 35000, best_val_loss: 0.1856, best_val_validity: 0.893
2025-05-06 11:54:13,872 - INFO - [G2PT_Trainer] Gradient Scaler enabled: False
num decayed parameter tensors: 50, with 85,596,672 parameters
num non-decayed parameter tensors: 25, with 19,200 parameters
using fused AdamW: True
2025-05-06 11:54:13,872 - INFO - [G2PT_Trainer] Optimizer configured: <class 'torch.optim.adamw.AdamW'>
2025-05-06 11:54:13,873 - INFO - [G2PT_Trainer] Optimizer state loaded.
2025-05-06 11:54:17,100 - INFO - [G2PT_Trainer] Initializing wandb...
wandb: Using wandb-core as the SDK backend.  Please refer to https://wandb.me/wandb-core for more information.
wandb: Currently logged in as: isabella-v-gardner (isabella-v-gardner-university-of-amsterdam) to https://api.wandb.ai. Use `wandb login --relogin` to force relogin
wandb: Tracking run with wandb version 0.19.9
wandb: Run data is saved locally in /gpfs/home6/igardner1/aig-gen/G2PT/wandb/run-20250506_115417-o173upet
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run aig-base-topo-aug6
wandb: ⭐️ View project at https://wandb.ai/isabella-v-gardner-university-of-amsterdam/real-g2pt
wandb: 🚀 View run at https://wandb.ai/isabella-v-gardner-university-of-amsterdam/real-g2pt/runs/o173upet
2025-05-06 11:54:18,409 - INFO - [G2PT_Trainer] Wandb initialized.
2025-05-06 11:54:18,409 - INFO - [G2PT_Trainer] 
--- Starting Training Loop (Max Iter: 60000) ---
/gpfs/home6/igardner1/aig-gen/G2PT/datasets_utils.py:223: UserWarning: Creating a tensor from a list of numpy.ndarrays is extremely slow. Please consider converting the list to a single numpy.ndarray with numpy.array() before converting to a tensor. (Triggered internally at /pytorch/torch/csrc/utils/tensor_new.cpp:254.)
  edge_index_final = torch.tensor([src_nodes_new[valid_edge_mask], dst_nodes_new[valid_edge_mask]], dtype=torch.long)
2025-05-06 11:54:18,581 - INFO - [G2PT_Trainer] --- Starting Eval Iter 35000 (Eval #37) ---
2025-05-06 11:55:02,782 - INFO - [G2PT_Trainer] Eval Losses -> Train: 0.1236, Val: 0.1856
2025-05-06 11:55:02,783 - INFO - [G2PT_Trainer] Val loss no improve: 1/7
2025-05-06 11:55:02,783 - INFO - [G2PT_Trainer] --- Finished Eval Iter 35000 ---
2025-05-06 11:55:03,972 - INFO - [G2PT_Trainer] Iter 35000/60000 | Loss: 0.1495 | LR: 1.89e-05 | Time/Iter: 45562.01ms | MFU: -100.00%
2025-05-06 11:55:14,877 - INFO - [G2PT_Trainer] Iter 35010/60000 | Loss: 0.1437 | LR: 1.89e-05 | Time/Iter: 1072.58ms | MFU: 87.41%
2025-05-06 11:55:25,822 - INFO - [G2PT_Trainer] Iter 35020/60000 | Loss: 0.1497 | LR: 1.89e-05 | Time/Iter: 1085.52ms | MFU: 87.30%
2025-05-06 11:55:36,591 - INFO - [G2PT_Trainer] Iter 35030/60000 | Loss: 0.1433 | LR: 1.89e-05 | Time/Iter: 1068.00ms | MFU: 87.35%
2025-05-06 11:55:47,353 - INFO - [G2PT_Trainer] Iter 35040/60000 | Loss: 0.1317 | LR: 1.88e-05 | Time/Iter: 1074.94ms | MFU: 87.34%
2025-05-06 11:55:58,272 - INFO - [G2PT_Trainer] Iter 35050/60000 | Loss: 0.1448 | LR: 1.88e-05 | Time/Iter: 1069.25ms | MFU: 87.37%
2025-05-06 11:56:09,018 - INFO - [G2PT_Trainer] Iter 35060/60000 | Loss: 0.1296 | LR: 1.88e-05 | Time/Iter: 1087.71ms | MFU: 87.25%
2025-05-06 11:56:19,807 - INFO - [G2PT_Trainer] Iter 35070/60000 | Loss: 0.1558 | LR: 1.88e-05 | Time/Iter: 1068.28ms | MFU: 87.30%
2025-05-06 11:56:30,569 - INFO - [G2PT_Trainer] Iter 35080/60000 | Loss: 0.1560 | LR: 1.88e-05 | Time/Iter: 1066.59ms | MFU: 87.36%
2025-05-06 11:56:41,467 - INFO - [G2PT_Trainer] Iter 35090/60000 | Loss: 0.1620 | LR: 1.88e-05 | Time/Iter: 1060.43ms | MFU: 87.47%
2025-05-06 11:56:52,196 - INFO - [G2PT_Trainer] Iter 35100/60000 | Loss: 0.1369 | LR: 1.88e-05 | Time/Iter: 1060.25ms | MFU: 87.56%
2025-05-06 11:57:02,928 - INFO - [G2PT_Trainer] Iter 35110/60000 | Loss: 0.1579 | LR: 1.88e-05 | Time/Iter: 1067.53ms | MFU: 87.59%
2025-05-06 11:57:13,806 - INFO - [G2PT_Trainer] Iter 35120/60000 | Loss: 0.1543 | LR: 1.88e-05 | Time/Iter: 1077.57ms | MFU: 87.53%
2025-05-06 11:57:24,561 - INFO - [G2PT_Trainer] Iter 35130/60000 | Loss: 0.1670 | LR: 1.87e-05 | Time/Iter: 1079.54ms | MFU: 87.46%
2025-05-06 11:57:35,320 - INFO - [G2PT_Trainer] Iter 35140/60000 | Loss: 0.1414 | LR: 1.87e-05 | Time/Iter: 1078.06ms | MFU: 87.41%
2025-05-06 11:57:46,086 - INFO - [G2PT_Trainer] Iter 35150/60000 | Loss: 0.1389 | LR: 1.87e-05 | Time/Iter: 1077.05ms | MFU: 87.37%
2025-05-06 11:57:57,023 - INFO - [G2PT_Trainer] Iter 35160/60000 | Loss: 0.1643 | LR: 1.87e-05 | Time/Iter: 1080.09ms | MFU: 87.32%
2025-05-06 11:58:07,804 - INFO - [G2PT_Trainer] Iter 35170/60000 | Loss: 0.1669 | LR: 1.87e-05 | Time/Iter: 1070.55ms | MFU: 87.34%
2025-05-06 11:58:18,587 - INFO - [G2PT_Trainer] Iter 35180/60000 | Loss: 0.1439 | LR: 1.87e-05 | Time/Iter: 1070.48ms | MFU: 87.37%
2025-05-06 11:58:29,509 - INFO - [G2PT_Trainer] Iter 35190/60000 | Loss: 0.1526 | LR: 1.87e-05 | Time/Iter: 1069.96ms | MFU: 87.39%
2025-05-06 11:58:40,306 - INFO - [G2PT_Trainer] Iter 35200/60000 | Loss: 0.1474 | LR: 1.87e-05 | Time/Iter: 1075.98ms | MFU: 87.36%
2025-05-06 11:58:51,030 - INFO - [G2PT_Trainer] Iter 35210/60000 | Loss: 0.1509 | LR: 1.87e-05 | Time/Iter: 1061.57ms | MFU: 87.46%
2025-05-06 11:59:01,962 - INFO - [G2PT_Trainer] Iter 35220/60000 | Loss: 0.1326 | LR: 1.87e-05 | Time/Iter: 1208.91ms | MFU: 86.47%
2025-05-06 11:59:12,745 - INFO - [G2PT_Trainer] Iter 35230/60000 | Loss: 0.1442 | LR: 1.86e-05 | Time/Iter: 1069.98ms | MFU: 86.58%
2025-05-06 11:59:23,502 - INFO - [G2PT_Trainer] Iter 35240/60000 | Loss: 0.1672 | LR: 1.86e-05 | Time/Iter: 1063.75ms | MFU: 86.74%
2025-05-06 11:59:34,272 - INFO - [G2PT_Trainer] Iter 35250/60000 | Loss: 0.1597 | LR: 1.86e-05 | Time/Iter: 1062.33ms | MFU: 86.89%
2025-05-06 11:59:45,164 - INFO - [G2PT_Trainer] Iter 35260/60000 | Loss: 0.1302 | LR: 1.86e-05 | Time/Iter: 1077.21ms | MFU: 86.90%
2025-05-06 11:59:55,946 - INFO - [G2PT_Trainer] Iter 35270/60000 | Loss: 0.1617 | LR: 1.86e-05 | Time/Iter: 1075.52ms | MFU: 86.93%
2025-05-06 12:00:06,726 - INFO - [G2PT_Trainer] Iter 35280/60000 | Loss: 0.1380 | LR: 1.86e-05 | Time/Iter: 1087.72ms | MFU: 86.86%
2025-05-06 12:00:17,494 - INFO - [G2PT_Trainer] Iter 35290/60000 | Loss: 0.1375 | LR: 1.86e-05 | Time/Iter: 1073.67ms | MFU: 86.90%
2025-05-06 12:00:28,379 - INFO - [G2PT_Trainer] Iter 35300/60000 | Loss: 0.1325 | LR: 1.86e-05 | Time/Iter: 1066.96ms | MFU: 87.00%
2025-05-06 12:00:39,156 - INFO - [G2PT_Trainer] Iter 35310/60000 | Loss: 0.1326 | LR: 1.86e-05 | Time/Iter: 1082.35ms | MFU: 86.96%
2025-05-06 12:00:49,900 - INFO - [G2PT_Trainer] Iter 35320/60000 | Loss: 0.1635 | LR: 1.85e-05 | Time/Iter: 1072.82ms | MFU: 87.00%
2025-05-06 12:01:00,783 - INFO - [G2PT_Trainer] Iter 35330/60000 | Loss: 0.1472 | LR: 1.85e-05 | Time/Iter: 1075.03ms | MFU: 87.02%
2025-05-06 12:01:11,522 - INFO - [G2PT_Trainer] Iter 35340/60000 | Loss: 0.1440 | LR: 1.85e-05 | Time/Iter: 1069.58ms | MFU: 87.09%
2025-05-06 12:01:22,248 - INFO - [G2PT_Trainer] Iter 35350/60000 | Loss: 0.1550 | LR: 1.85e-05 | Time/Iter: 1078.93ms | MFU: 87.07%
2025-05-06 12:01:33,060 - INFO - [G2PT_Trainer] Iter 35360/60000 | Loss: 0.1308 | LR: 1.85e-05 | Time/Iter: 1082.77ms | MFU: 87.02%
2025-05-06 12:01:44,002 - INFO - [G2PT_Trainer] Iter 35370/60000 | Loss: 0.1600 | LR: 1.85e-05 | Time/Iter: 1075.85ms | MFU: 87.03%
2025-05-06 12:01:54,770 - INFO - [G2PT_Trainer] Iter 35380/60000 | Loss: 0.1530 | LR: 1.85e-05 | Time/Iter: 1065.24ms | MFU: 87.13%
